,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,gene,lookup gene in the geneID column,,
GO:0032496,BP,GO:0032496,response to lipopolysaccharide,8/101,333/18800,0.000431267,0.008037423,0.005574228,MAPK3/FGF10/MEF2C/NFKB1/FER/LBP/CEBPB/MRC1,8,,1,,
GO:0002237,BP,GO:0002237,response to molecule of bacterial origin,8/101,354/18800,0.00064481,0.009613536,0.006667316,MAPK3/FGF10/MEF2C/NFKB1/FER/LBP/CEBPB/MRC1,8,,1,,
GO:0070661,BP,GO:0070661,leukocyte proliferation,8/101,330/18800,0.000406145,0.007669991,0.005319401,MAPK3/FGF10/MEF2C/IL5RA/PRKCD/HSPD1/CEBPB/NCK1,8,,1,,
GO:0070665,BP,GO:0070665,positive regulation of leukocyte proliferation,5/101,158/18800,0.001629727,0.017041037,0.011818542,MAPK3/FGF10/MEF2C/IL5RA/NCK1,5,,1,,
GO:0070663,BP,GO:0070663,regulation of leukocyte proliferation,6/101,254/18800,0.0024935,0.021642748,0.015009986,MAPK3/FGF10/MEF2C/IL5RA/CEBPB/NCK1,6,,1,,
GO:0048645,BP,GO:0048645,animal organ formation,3/101,65/18800,0.005164953,0.034242537,0.023748371,MAPK3/FGF10/MEF2C,3,,1,,
GO:0060541,BP,GO:0060541,respiratory system development,5/101,203/18800,0.004791145,0.032667851,0.022656273,MAPK3/FGF10/EDA/CHD7/SREBF1,5,,1,,
GO:0035270,BP,GO:0035270,endocrine system development,4/101,132/18800,0.005608879,0.035778294,0.024813471,MAPK3/FGF10/CDH1/SOX2,4,,1,,
GO:0030878,BP,GO:0030878,thyroid gland development,2/101,26/18800,0.008539307,0.045406962,0.031491282,MAPK3/FGF10,2,,1,,
GO:0060438,NA,GO:0060438,trachea development,2/101,18/18800,0.004133845,0.030379859,0.021069472,MAPK3/EDA,2,,1,,
GO:0071622,BP,GO:0071622,regulation of granulocyte chemotaxis,5/101,51/18800,7.82E-06,0.001017828,0.000705899,MAPK3/DPP4/THBS1/LBP/JAM3,5,,1,,
GO:0071621,BP,GO:0071621,granulocyte chemotaxis,5/101,128/18800,0.000635645,0.009613536,0.006667316,MAPK3/DPP4/THBS1/LBP/JAM3,5,,1,,
GO:0097530,BP,GO:0097530,granulocyte migration,5/101,154/18800,0.00145552,0.016082978,0.011154095,MAPK3/DPP4/THBS1/LBP/JAM3,5,,1,,
GO:0000723,BP,GO:0000723,telomere maintenance,4/101,132/18800,0.005608879,0.035778294,0.024813471,MAPK3/CCNE1/XRCC6/PARN,4,,1,,
GO:0002523,BP,GO:0002523,leukocyte migration involved in inflammatory response,2/101,19/18800,0.004604063,0.032382042,0.022458054,LBP/JAM3,2,,1,,
GO:0072015,BP,GO:0072015,glomerular visceral epithelial cell development,2/101,12/18800,0.001821065,0.017900435,0.012414564,IQGAP1/PODXL,2,,1,,
GO:0072310,BP,GO:0072310,glomerular epithelial cell development,2/101,13/18800,0.002144642,0.020304455,0.014081835,IQGAP1/PODXL,2,,1,,
GO:0061318,BP,GO:0061318,renal filtration cell differentiation,2/101,22/18800,0.006154715,0.03790137,0.026285897,IQGAP1/PODXL,2,,1,,
GO:0072112,BP,GO:0072112,glomerular visceral epithelial cell differentiation,2/101,22/18800,0.006154715,0.03790137,0.026285897,IQGAP1/PODXL,2,,1,,
GO:0072311,BP,GO:0072311,glomerular epithelial cell differentiation,2/101,23/18800,0.006717403,0.039652506,0.02750037,IQGAP1/PODXL,2,,1,,
GO:0072010,BP,GO:0072010,glomerular epithelium development,3/101,26/18800,0.000357673,0.007089354,0.004916709,IQGAP1/CD34/PODXL,3,,1,,
GO:0032634,NA,GO:0032634,interleukin-5 production,3/101,19/18800,0.000136993,0.004162075,0.002886541,IL5RA/PDE4D/PRKCZ,3,,1,,
GO:0032674,NA,GO:0032674,regulation of interleukin-5 production,3/101,19/18800,0.000136993,0.004162075,0.002886541,IL5RA/PDE4D/PRKCZ,3,,1,,
GO:0048291,BP,GO:0048291,isotype switching to IgG isotypes,2/101,15/18800,0.002866874,0.023758456,0.016477302,HSPD1/MLH1,2,,1,,
GO:0042026,BP,GO:0042026,protein refolding,2/101,24/18800,0.007302565,0.041222453,0.028589182,HSPD1/HSPA8,2,,1,,
GO:0001666,BP,GO:0001666,response to hypoxia,8/101,286/18800,0.000154736,0.004423449,0.003067813,HSP90B1/VEGFC/RORA/DPP4/EGR1/THBS1/PTK2B/CD34,8,,1,,
GO:0036293,BP,GO:0036293,response to decreased oxygen levels,8/101,299/18800,0.000209473,0.005263845,0.003650657,HSP90B1/VEGFC/RORA/DPP4/EGR1/THBS1/PTK2B/CD34,8,,1,,
GO:0070482,BP,GO:0070482,response to oxygen levels,8/101,324/18800,0.000359473,0.007089354,0.004916709,HSP90B1/VEGFC/RORA/DPP4/EGR1/THBS1/PTK2B/CD34,8,,1,,
GO:0007015,BP,GO:0007015,actin filament organization,10/101,450/18800,0.000153779,0.004423449,0.003067813,HSP90B1/TRIM27/CUL3/RDX/PRKCD/FER/MYO1C/TMEFF2/PTK2B/NCK1,10,,1,,
GO:0035303,BP,GO:0035303,regulation of dephosphorylation,4/101,130/18800,0.005315864,0.034945638,0.024235996,HSP90B1/MEF2C/PRKCD/IQGAP1,4,,1,,
GO:0019902,MF,GO:0019902,phosphatase binding,5/100,193/18410,0.004051942,0.046513455,0.037621667,HSP90B1/MAPK3/FER/IQGAP1/PPP1CC,5,,1,,
GO:0005925,CC,GO:0005925,focal adhesion,9/102,419/19594,0.000340168,0.004794744,0.003478406,HSP90B1/G3BP1/RDX/MAPK3/DPP4/IQGAP1/PPP1CC/PTK2B/HSPA8,9,,1,,
GO:0030055,CC,GO:0030055,cell-substrate junction,9/102,428/19594,0.000397056,0.005342208,0.00387557,HSP90B1/G3BP1/RDX/MAPK3/DPP4/IQGAP1/PPP1CC/PTK2B/HSPA8,9,,1,,
GO:0051017,BP,GO:0051017,actin filament bundle assembly,5/101,158/18800,0.001629727,0.017041037,0.011818542,HSP90B1/CUL3/RDX/TMEFF2/PTK2B,5,,1,,
GO:0061572,BP,GO:0061572,actin filament bundle organization,5/101,162/18800,0.001818804,0.017900435,0.012414564,HSP90B1/CUL3/RDX/TMEFF2/PTK2B,5,,1,,
GO:0014074,BP,GO:0014074,response to purine-containing compound,4/101,134/18800,0.0059125,0.037294233,0.025864827,HSP90B1/CHEK1/PTK2B/SREBF1,4,,1,,
GO:0001221,MF,GO:0001221,transcription coregulator binding,4/100,108/18410,0.002851822,0.039812375,0.032201605,HAND1/RORA/ZBTB16/SREBF1,4,,1,,
GO:0003208,BP,GO:0003208,cardiac ventricle morphogenesis,3/101,72/18800,0.006864167,0.04028012,0.027935642,HAND1/MEF2C/CHD7,3,,1,,
GO:0003211,BP,GO:0003211,cardiac ventricle formation,2/101,10/18800,0.00125037,0.014927788,0.010352932,HAND1/MEF2C,2,,1,,
GO:0003207,BP,GO:0003207,cardiac chamber formation,2/101,14/18800,0.002493336,0.021642748,0.015009986,HAND1/MEF2C,2,,1,,
GO:0035148,BP,GO:0035148,tube formation,4/101,152/18800,0.009148789,0.04757017,0.032991541,HAND1/FGF10/EDA/PODXL,4,,1,,
GO:0003215,NA,GO:0003215,cardiac right ventricle morphogenesis,2/101,20/18800,0.005097787,0.033941678,0.023539715,HAND1/CHD7,2,,1,,
GO:0043197,CC,GO:0043197,dendritic spine,6/102,172/19594,0.000281463,0.00460003,0.003337148,GPER1/ZNF804A/DGKI/PPP1CC/PTK2B/GRIN2A,6,,1,,
GO:0044309,CC,GO:0044309,neuron spine,7/102,173/19594,3.38E-05,0.001723018,0.001249985,GPER1/ZNF804A/DGKI/EEA1/PPP1CC/PTK2B/GRIN2A,7,,1,,
GO:0005635,CC,GO:0005635,nuclear envelope,8/102,479/19594,0.003552689,0.030929294,0.022438037,GPER1/YBX1/TRIM27/VRK2/MAPK3/MYO1C/PRKCZ/SREBF1,8,,1,,
GO:0010720,BP,GO:0010720,positive regulation of cell development,6/101,297/18800,0.005349094,0.035090057,0.024336155,GPER1/VEGFC/UFL1/PPP1CC/CAPRIN2/BNC1,6,,1,,
GO:0050769,BP,GO:0050769,positive regulation of neurogenesis,5/101,222/18800,0.006950991,0.04063656,0.028182845,GPER1/VEGFC/UFL1/PPP1CC/CAPRIN2,5,,1,,
GO:0051962,BP,GO:0051962,positive regulation of nervous system development,6/101,270/18800,0.003371304,0.026594891,0.018444467,GPER1/VEGFC/UFL1/LRRN3/PPP1CC/CAPRIN2,6,,1,,
GO:0051222,BP,GO:0051222,positive regulation of protein transport,7/101,293/18800,0.001025842,0.013482256,0.009350406,GPER1/VEGFC/PRKD1/PRKCD/MYO1C/PRKCZ/CDH1,7,,1,,
GO:1904951,BP,GO:1904951,positive regulation of establishment of protein localization,7/101,309/18800,0.001393705,0.015734729,0.010912573,GPER1/VEGFC/PRKD1/PRKCD/MYO1C/PRKCZ/CDH1,7,,1,,
GO:2000353,BP,GO:2000353,positive regulation of endothelial cell apoptotic process,2/101,24/18800,0.007302565,0.041222453,0.028589182,GPER1/THBS1,2,,1,,
GO:1902932,BP,GO:1902932,positive regulation of alcohol biosynthetic process,2/101,27/18800,0.009190386,0.04757017,0.032991541,GPER1/SREBF1,2,,1,,
GO:0045598,BP,GO:0045598,regulation of fat cell differentiation,4/101,142/18800,0.007236323,0.041222453,0.028589182,GPER1/RORA/ZBTB16/CEBPB,4,,1,,
GO:0010675,BP,GO:0010675,regulation of cellular carbohydrate metabolic process,4/101,150/18800,0.008742593,0.046329797,0.032131299,GPER1/RORA/PPARGC1A/PTK2B,4,,1,,
GO:0045444,BP,GO:0045444,fat cell differentiation,7/101,237/18800,0.000291452,0.006440878,0.004466969,GPER1/RORA/FGF10/PPARGC1A/ZBTB16/CEBPB/SREBF1,7,,1,,
GO:0050806,BP,GO:0050806,positive regulation of synaptic transmission,5/101,161/18800,0.0017701,0.017900435,0.012414564,GPER1/RIMS1/PRKCZ/PTK2B/GRIN2A,5,,1,,
GO:0032957,BP,GO:0032957,inositol trisphosphate metabolic process,2/101,12/18800,0.001821065,0.017900435,0.012414564,GPER1/PTK2B,2,,1,,
GO:0010919,BP,GO:0010919,regulation of inositol phosphate biosynthetic process,2/101,16/18800,0.003264984,0.025953292,0.017999496,GPER1/PTK2B,2,,1,,
GO:0032958,BP,GO:0032958,inositol phosphate biosynthetic process,2/101,28/18800,0.009862941,0.04981025,0.034545113,GPER1/PTK2B,2,,1,,
GO:0071375,BP,GO:0071375,cellular response to peptide hormone stimulus,8/101,294/18800,0.000186795,0.004891197,0.003392212,GPER1/PRKCD/NFKB1/FER/MYO1C/PRKCZ/NCK1/SREBF1,8,,1,,
GO:1901653,BP,GO:1901653,cellular response to peptide,8/101,361/18800,0.000732514,0.010422432,0.007228313,GPER1/PRKCD/NFKB1/FER/MYO1C/PRKCZ/NCK1/SREBF1,8,,1,,
GO:0043434,BP,GO:0043434,response to peptide hormone,10/101,404/18800,6.34E-05,0.002668537,0.001850722,GPER1/PRKCD/EIF2B1/NFKB1/EGR1/FER/MYO1C/PRKCZ/NCK1/SREBF1,10,,1,,
GO:1901652,BP,GO:1901652,response to peptide,10/101,491/18800,0.000309412,0.006697345,0.004644838,GPER1/PRKCD/EIF2B1/NFKB1/EGR1/FER/MYO1C/PRKCZ/NCK1/SREBF1,10,,1,,
GO:0050804,BP,GO:0050804,modulation of chemical synaptic transmission,9/101,429/18800,0.000505208,0.008463596,0.005869794,GPER1/NLGN4X/RIMS1/MEF2C/DGKI/PRKCZ/PTK2B/CDH1/GRIN2A,9,,1,,
GO:0099177,BP,GO:0099177,regulation of trans-synaptic signaling,9/101,430/18800,0.00051374,0.008511555,0.005903055,GPER1/NLGN4X/RIMS1/MEF2C/DGKI/PRKCZ/PTK2B/CDH1/GRIN2A,9,,1,,
GO:0099572,CC,GO:0099572,postsynaptic specialization,7/102,341/19594,0.002044189,0.020864821,0.015136641,GPER1/NLGN4X/DGKI/PRKCZ/PTK2B/HSPA8/GRIN2A,7,,1,,
GO:0014069,CC,GO:0014069,postsynaptic density,6/102,318/19594,0.006383464,0.046085499,0.033433292,GPER1/NLGN4X/DGKI/PRKCZ/PTK2B/GRIN2A,6,,1,,
GO:0032279,CC,GO:0032279,asymmetric synapse,6/102,323/19594,0.006871563,0.048428158,0.035132803,GPER1/NLGN4X/DGKI/PRKCZ/PTK2B/GRIN2A,6,,1,,
GO:0048662,BP,GO:0048662,negative regulation of smooth muscle cell proliferation,3/101,73/18800,0.007130797,0.041147338,0.028537087,GPER1/MEF2C/PPARGC1A,3,,1,,
GO:1905209,NA,GO:1905209,positive regulation of cardiocyte differentiation,2/101,21/18800,0.005614758,0.035778294,0.024813471,GPER1/MEF2C,2,,1,,
GO:1902930,BP,GO:1902930,regulation of alcohol biosynthetic process,5/101,52/18800,8.62E-06,0.001017828,0.000705899,GPER1/MBTPS2/NFKB1/PTK2B/SREBF1,5,,1,,
GO:0071356,BP,GO:0071356,cellular response to tumor necrosis factor,6/101,229/18800,0.001480819,0.016167697,0.011212851,GPER1/MAPK3/RORA/NFKB1/THBS1/PTK2B,6,,1,,
GO:0034612,BP,GO:0034612,response to tumor necrosis factor,6/101,249/18800,0.002258287,0.020757589,0.014396098,GPER1/MAPK3/RORA/NFKB1/THBS1/PTK2B,6,,1,,
GO:0035051,BP,GO:0035051,cardiocyte differentiation,4/101,153/18800,0.009356428,0.048349305,0.033531898,GPER1/MAPK3/MEF2C/YY1,4,,1,,
GO:0007173,BP,GO:0007173,epidermal growth factor receptor signaling pathway,5/101,108/18800,0.00029143,0.006440878,0.004466969,GPER1/FER/IQGAP1/DGKD/PTK2B,5,,1,,
GO:0038127,BP,GO:0038127,ERBB signaling pathway,5/101,121/18800,0.000491946,0.008459618,0.005867035,GPER1/FER/IQGAP1/DGKD/PTK2B,5,,1,,
GO:0042058,BP,GO:0042058,regulation of epidermal growth factor receptor signaling pathway,3/101,73/18800,0.007130797,0.041147338,0.028537087,GPER1/FER/DGKD,3,,1,,
GO:1901184,BP,GO:1901184,regulation of ERBB signaling pathway,3/101,79/18800,0.008859267,0.046552234,0.032285567,GPER1/FER/DGKD,3,,1,,
GO:0009749,BP,GO:0009749,response to glucose,6/101,189/18800,0.000547941,0.00870197,0.006035114,GPER1/EIF2B1/EGR1/THBS1/PTK2B/SREBF1,6,,1,,
GO:0009746,BP,GO:0009746,response to hexose,6/101,193/18800,0.000611739,0.009483481,0.006577119,GPER1/EIF2B1/EGR1/THBS1/PTK2B/SREBF1,6,,1,,
GO:0034284,BP,GO:0034284,response to monosaccharide,6/101,200/18800,0.000737123,0.010440347,0.007240738,GPER1/EIF2B1/EGR1/THBS1/PTK2B/SREBF1,6,,1,,
GO:0009743,BP,GO:0009743,response to carbohydrate,6/101,226/18800,0.001384664,0.015689503,0.010881207,GPER1/EIF2B1/EGR1/THBS1/PTK2B/SREBF1,6,,1,,
GO:2001056,BP,GO:2001056,positive regulation of cysteine-type endopeptidase activity,5/101,143/18800,0.001047144,0.013482256,0.009350406,GPER1/CYCS/UACA/HSPD1/GRIN2A,5,,1,,
GO:0010950,BP,GO:0010950,positive regulation of endopeptidase activity,5/101,174/18800,0.002482714,0.021642748,0.015009986,GPER1/CYCS/UACA/HSPD1/GRIN2A,5,,1,,
GO:0010952,BP,GO:0010952,positive regulation of peptidase activity,5/101,192/18800,0.003786574,0.028777965,0.019958504,GPER1/CYCS/UACA/HSPD1/GRIN2A,5,,1,,
GO:0043280,BP,GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,4/101,125/18800,0.004628625,0.032410774,0.022477981,GPER1/CYCS/UACA/HSPD1,4,,1,,
GO:0150034,CC,GO:0150034,distal axon,6/102,270/19594,0.002892735,0.026757798,0.019411774,GPER1/CLCN3/ZNF804A/IQGAP1/PTK2B/HSPA8,6,,1,,
GO:0090066,BP,GO:0090066,regulation of anatomical structure size,9/101,487/18800,0.001237578,0.014927788,0.010352932,GPER1/CLCN3/RDX/DOCK4/PRKCD/FER/PTK2B/NCK1/AKT3,9,,1,,
GO:0097060,CC,GO:0097060,synaptic membrane,7/102,373/19594,0.00336615,0.030193349,0.021904137,GPER1/CLCN3/NLGN4X/RIMS1/DGKI/HSPA8/GRIN2A,7,,1,,
GO:0060828,BP,GO:0060828,regulation of canonical Wnt signaling pathway,8/101,261/18800,8.23E-05,0.003165434,0.002195337,G3BP1/TLE1/FGF10/NFKB1/EGR1/EDA/CAPRIN2/SOX2,8,,1,,
GO:0060070,BP,GO:0060070,canonical Wnt signaling pathway,8/101,313/18800,0.000285285,0.006395314,0.004435369,G3BP1/TLE1/FGF10/NFKB1/EGR1/EDA/CAPRIN2/SOX2,8,,1,,
GO:0030111,BP,GO:0030111,regulation of Wnt signaling pathway,8/101,336/18800,0.000457641,0.008181044,0.005673834,G3BP1/TLE1/FGF10/NFKB1/EGR1/EDA/CAPRIN2/SOX2,8,,1,,
GO:0090090,BP,GO:0090090,negative regulation of canonical Wnt signaling pathway,4/101,142/18800,0.007236323,0.041222453,0.028589182,G3BP1/TLE1/EGR1/SOX2,4,,1,,
GO:0016055,BP,GO:0016055,Wnt signaling pathway,10/101,452/18800,0.000159408,0.004434971,0.003075804,G3BP1/TLE1/CUL3/FGF10/CCNE1/NFKB1/EGR1/EDA/CAPRIN2/SOX2,10,,1,,
GO:0198738,BP,GO:0198738,cell-cell signaling by wnt,10/101,454/18800,0.000165211,0.004555721,0.003159549,G3BP1/TLE1/CUL3/FGF10/CCNE1/NFKB1/EGR1/EDA/CAPRIN2/SOX2,10,,1,,
GO:0030010,BP,GO:0030010,establishment of cell polarity,4/101,143/18800,0.007414429,0.041552805,0.028818292,FGF10/PRKCZ/PTK2B/JAM3,4,,1,,
GO:0090263,BP,GO:0090263,positive regulation of canonical Wnt signaling pathway,4/101,109/18800,0.002835902,0.023758456,0.016477302,FGF10/NFKB1/EDA/CAPRIN2,4,,1,,
GO:0030177,BP,GO:0030177,positive regulation of Wnt signaling pathway,4/101,144/18800,0.007595405,0.042338609,0.029363275,FGF10/NFKB1/EDA/CAPRIN2,4,,1,,
GO:0051251,BP,GO:0051251,positive regulation of lymphocyte activation,9/101,371/18800,0.000174172,0.004660877,0.003232478,FGF10/MEF2C/ZBTB16/DPP4/PRKCZ/XRCC6/HSPD1/NCK1/MLH1,9,,1,,
GO:0002696,BP,GO:0002696,positive regulation of leukocyte activation,11/101,421/18800,1.62E-05,0.001405967,0.000975086,FGF10/MEF2C/ZBTB16/DPP4/PRKCZ/THBS1/XRCC6/LBP/HSPD1/NCK1/MLH1,11,,1,,
GO:0050867,BP,GO:0050867,positive regulation of cell activation,11/101,436/18800,2.24E-05,0.001705699,0.001182961,FGF10/MEF2C/ZBTB16/DPP4/PRKCZ/THBS1/XRCC6/LBP/HSPD1/NCK1/MLH1,11,,1,,
GO:0046651,BP,GO:0046651,lymphocyte proliferation,6/101,296/18800,0.005263448,0.034747681,0.024098706,FGF10/MEF2C/PRKCD/HSPD1/CEBPB/NCK1,6,,1,,
GO:0032943,BP,GO:0032943,mononuclear cell proliferation,6/101,300/18800,0.005612175,0.035778294,0.024813471,FGF10/MEF2C/PRKCD/HSPD1/CEBPB/NCK1,6,,1,,
GO:0001974,BP,GO:0001974,blood vessel remodeling,3/101,46/18800,0.00193198,0.018754051,0.013006576,FGF10/MEF2C/CHD7,3,,1,,
GO:0042693,BP,GO:0042693,muscle cell fate commitment,2/101,20/18800,0.005097787,0.033941678,0.023539715,FGF10/MEF2C,2,,1,,
GO:0030540,NA,GO:0030540,female genitalia development,2/101,18/18800,0.004133845,0.030379859,0.021069472,FGF10/CHD7,2,,1,,
GO:0021983,BP,GO:0021983,pituitary gland development,3/101,41/18800,0.001383308,0.015689503,0.010881207,FGF10/CDH1/SOX2,3,,1,,
GO:0021536,BP,GO:0021536,diencephalon development,3/101,75/18800,0.007682317,0.042594484,0.029540732,FGF10/CDH1/SOX2,3,,1,,
GO:0030838,BP,GO:0030838,positive regulation of actin filament polymerization,3/101,53/18800,0.002901632,0.023919272,0.016588834,FER/PTK2B/NCK1,3,,1,,
GO:0010761,BP,GO:0010761,fibroblast migration,3/101,48/18800,0.002184273,0.020348959,0.014112699,FER/IQGAP1/THBS1,3,,1,,
GO:0045295,MF,GO:0045295,gamma-catenin binding,2/100,13/18410,0.002191265,0.034601265,0.027986682,FER/CDH1,2,,1,,
GO:0042063,BP,GO:0042063,gliogenesis,8/101,291/18800,0.000174187,0.004660877,0.003232478,F2/UFL1/MAPK3/FGF10/EIF2B1/PPP1CC/PTK2B/SOX2,8,,1,,
GO:0001818,BP,GO:0001818,negative regulation of cytokine production,7/101,363/18800,0.003440049,0.026932643,0.01867871,F2/TRIM27/YY1/NFKB1/THBS1/LBP/CD34,7,,1,,
GO:0051918,NA,GO:0051918,negative regulation of fibrinolysis,2/101,10/18800,0.00125037,0.014927788,0.010352932,F2/THBS1,2,,1,,
GO:0051917,NA,GO:0051917,regulation of fibrinolysis,2/101,14/18800,0.002493336,0.021642748,0.015009986,F2/THBS1,2,,1,,
GO:0030194,BP,GO:0030194,positive regulation of blood coagulation,2/101,23/18800,0.006717403,0.039652506,0.02750037,F2/THBS1,2,,1,,
GO:1900048,BP,GO:1900048,positive regulation of hemostasis,2/101,23/18800,0.006717403,0.039652506,0.02750037,F2/THBS1,2,,1,,
GO:0042730,BP,GO:0042730,fibrinolysis,2/101,24/18800,0.007302565,0.041222453,0.028589182,F2/THBS1,2,,1,,
GO:0050820,BP,GO:0050820,positive regulation of coagulation,2/101,24/18800,0.007302565,0.041222453,0.028589182,F2/THBS1,2,,1,,
GO:0016049,BP,GO:0016049,cell growth,9/101,484/18800,0.001185644,0.01460263,0.010127424,F2/RIMS1/YY1/EBAG9/PRKCZ/IQGAP1/PAPPA2/CAPRIN2/PTK2B,9,,1,,
GO:0001558,BP,GO:0001558,regulation of cell growth,7/101,415/18800,0.007064474,0.041068843,0.028482648,F2/RIMS1/YY1/EBAG9/PAPPA2/CAPRIN2/PTK2B,7,,1,,
GO:0022604,BP,GO:0022604,regulation of cell morphogenesis,6/101,305/18800,0.006071546,0.03790137,0.026285897,F2/RDX/RIMS1/EPB41/CAPRIN2/PTK2B,6,,1,,
GO:0008360,BP,GO:0008360,regulation of cell shape,4/101,151/18800,0.008944183,0.046919315,0.032540151,F2/RDX/EPB41/PTK2B,4,,1,,
GO:0090218,BP,GO:0090218,positive regulation of lipid kinase activity,4/101,37/18800,4.52E-05,0.002310095,0.00160213,F2/PDGFB/PRKD1/PTK2B,4,,1,,
GO:0043550,BP,GO:0043550,regulation of lipid kinase activity,4/101,69/18800,0.000518997,0.008511555,0.005903055,F2/PDGFB/PRKD1/PTK2B,4,,1,,
GO:0045834,BP,GO:0045834,positive regulation of lipid metabolic process,7/101,153/18800,1.87E-05,0.001518848,0.001053373,F2/PDGFB/PRKD1/PPARGC1A/PRKCD/PTK2B/SREBF1,7,,1,,
GO:0030195,BP,GO:0030195,negative regulation of blood coagulation,5/101,48/18800,5.77E-06,0.000906362,0.000628593,F2/PDGFB/PRKCD/THBS1/CD34,5,,1,,
GO:1900047,BP,GO:1900047,negative regulation of hemostasis,5/101,49/18800,6.40E-06,0.000950006,0.000658862,F2/PDGFB/PRKCD/THBS1/CD34,5,,1,,
GO:0050819,BP,GO:0050819,negative regulation of coagulation,5/101,52/18800,8.62E-06,0.001017828,0.000705899,F2/PDGFB/PRKCD/THBS1/CD34,5,,1,,
GO:0030193,BP,GO:0030193,regulation of blood coagulation,5/101,66/18800,2.79E-05,0.001890996,0.00131147,F2/PDGFB/PRKCD/THBS1/CD34,5,,1,,
GO:1900046,BP,GO:1900046,regulation of hemostasis,5/101,68/18800,3.23E-05,0.002041425,0.001415798,F2/PDGFB/PRKCD/THBS1/CD34,5,,1,,
GO:0050818,BP,GO:0050818,regulation of coagulation,5/101,71/18800,3.98E-05,0.002257223,0.001565461,F2/PDGFB/PRKCD/THBS1/CD34,5,,1,,
GO:0061045,BP,GO:0061045,negative regulation of wound healing,5/101,76/18800,5.53E-05,0.002384298,0.001653592,F2/PDGFB/PRKCD/THBS1/CD34,5,,1,,
GO:1903035,BP,GO:1903035,negative regulation of response to wounding,5/101,92/18800,0.000137578,0.004162075,0.002886541,F2/PDGFB/PRKCD/THBS1/CD34,5,,1,,
GO:0061041,BP,GO:0061041,regulation of wound healing,5/101,133/18800,0.000756075,0.010612294,0.007359989,F2/PDGFB/PRKCD/THBS1/CD34,5,,1,,
GO:1903034,BP,GO:1903034,regulation of response to wounding,5/101,166/18800,0.002023495,0.019413272,0.013463769,F2/PDGFB/PRKCD/THBS1/CD34,5,,1,,
GO:0007596,BP,GO:0007596,blood coagulation,7/101,221/18800,0.00019033,0.004942239,0.003427612,F2/PDGFB/PRKCD/DGKI/THBS1/DGKD/CD34,7,,1,,
GO:0050817,BP,GO:0050817,coagulation,7/101,226/18800,0.000218268,0.005397794,0.003743555,F2/PDGFB/PRKCD/DGKI/THBS1/DGKD/CD34,7,,1,,
GO:0007599,BP,GO:0007599,hemostasis,7/101,227/18800,0.000224233,0.005458682,0.003785782,F2/PDGFB/PRKCD/DGKI/THBS1/DGKD/CD34,7,,1,,
GO:0030168,BP,GO:0030168,platelet activation,5/101,130/18800,0.000681946,0.009929644,0.006886548,F2/PDGFB/PRKCD/DGKI/DGKD,5,,1,,
GO:0010544,NA,GO:0010544,negative regulation of platelet activation,3/101,19/18800,0.000136993,0.004162075,0.002886541,F2/PDGFB/PRKCD,3,,1,,
GO:0010543,BP,GO:0010543,regulation of platelet activation,3/101,48/18800,0.002184273,0.020348959,0.014112699,F2/PDGFB/PRKCD,3,,1,,
GO:0006816,BP,GO:0006816,calcium ion transport,10/101,424/18800,9.45E-05,0.003386395,0.002348581,F2/PDGFB/GPER1/TRIM27/EPB41/PRKD1/PDE4D/CHD7/PTK2B/GRIN2A,10,,1,,
GO:0051924,BP,GO:0051924,regulation of calcium ion transport,9/101,251/18800,8.38E-06,0.001017828,0.000705899,F2/PDGFB/GPER1/TRIM27/EPB41/PRKD1/PDE4D/CHD7/PTK2B,9,,1,,
GO:0010959,BP,GO:0010959,regulation of metal ion transport,9/101,403/18800,0.000320982,0.006745019,0.004677901,F2/PDGFB/GPER1/TRIM27/EPB41/PRKD1/PDE4D/CHD7/PTK2B,9,,1,,
GO:0032102,BP,GO:0032102,negative regulation of response to external stimulus,9/101,429/18800,0.000505208,0.008463596,0.005869794,F2/PDGFB/GPER1/RORA/PRKCD/DPP4/NFKB1/THBS1/CD34,9,,1,,
GO:0019216,BP,GO:0019216,regulation of lipid metabolic process,12/101,339/18800,2.76E-07,0.000380891,0.000264161,F2/PDGFB/GPER1/RORA/MBTPS2/PRKD1/PPARGC1A/PRKCD/NFKB1/EGR1/PTK2B/SREBF1,12,,1,,
GO:0050866,BP,GO:0050866,negative regulation of cell activation,6/101,216/18800,0.001098235,0.013854662,0.009608682,F2/PDGFB/GPER1/PRKCD/FER/CEBPB,6,,1,,
GO:0014068,BP,GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,3/101,79/18800,0.008859267,0.046552234,0.032285567,F2/PDGFB/GPER1,3,,1,,
GO:0042060,BP,GO:0042060,wound healing,9/101,429/18800,0.000505208,0.008463596,0.005869794,F2/PDGFB/FGF10/PRKCD/DGKI/THBS1/TMEFF2/DGKD/CD34,9,,1,,
GO:0050878,BP,GO:0050878,regulation of body fluid levels,8/101,382/18800,0.001054844,0.013482256,0.009350406,F2/PDGFB/FGF10/PRKCD/DGKI/THBS1/DGKD/CD34,8,,1,,
